clinic_id,clinic_name,address,site_url,site_host,doctors_count,has_live_promo,live_promo_count,status,matched_source_impls,promo_sync_sources,robots_blocked_sources
0780b783-7b2b-4e40-94c3-419ae8af6b6e,«Центр УЗИ доктора Лукашевича»,"Минск, просп. Независимости, д. 109",https://bestuzi.by/,bestuzi.by,1,false,0,no_source_match,,,
0915b7a9-8d27-4d30-bb5e-fa2ca301baf2,«Центр урологии и андрологии»,"Минск, ул. Филимонова, д. 53",https://uroandro.by/,uroandro.by,7,false,0,no_source_match,,,
8c6d43f4-cf43-489c-b7cf-8f00e6ca4b7d,1-я городская детская поликлиника,"Минск, ул. Золотая Горка, 17",,,1,false,0,no_site_url,,,
ee5ae16d-9d81-48f9-8c82-fd193d94a6b1,1-я городская детская стоматологическая поликлиника,"Минск, Сморговский тракт, 10",,,1,false,0,no_site_url,,,
8c599904-cc58-4483-8ded-72eab9bcc7ae,1-я городская клиническая больница,"Минск, просп. Независимости, д. 64",https://1gkb.by/,1gkb.by,71,false,0,no_source_match,,,
64102b2e-e16e-444e-ac74-c9713fe944dc,1-я детская поликлиника,"Минск, ул. Золотая Горка, д. 17",https://1gdp.by/,1gdp.by,3,false,0,no_source_match,,,
1a8c7249-5619-45a9-80fd-b3de8b06353b,1-я детская стоматологическая поликлиника,"Минск, Сморговский тракт, д. 10",https://detstom.by/,detstom.by,1,false,0,no_source_match,,,
aa057fe4-5988-4612-aaf0-a48fffd649e5,1-я центральная поликлиника,"Минск, ул. Сухая, 6",,,28,false,0,no_site_url,,,
2886ff06-dccd-4014-9237-78da120381f5,1-я центральная районная поликлиника,"Минск, ул. Сухая, д. 6",https://www.1crp.by/ru/home,1crp.by,2,false,0,no_source_match,,,
72d3555b-83c3-4d6a-9e28-fded647b2f09,10-я городская детская клиническая поликлиника,"Минск, ул. Шишкина, 24Б",,,5,false,0,no_site_url,,,
7cf6a584-39f9-4ca5-a6d9-65f695f91dd7,10-я городская клиническая больница,"Минск, ул. Уборевича, 73",https://www.10gkb.by/,10gkb.by,33,false,0,no_source_match,,,
a1a9e56c-f50f-4ef4-af63-8e9f70ab8471,10-я городская поликлиника г. Минска,"Минск, ул. Сухаревская, 19",,,5,false,0,no_site_url,,,
8355df06-9095-455e-add6-fdb75e9e8553,10-я поликлиника,"Минск, ул. Сухаревская, д. 19",https://10gp.by/,10gp.by,3,false,0,no_source_match,,,
af8f832e-27f8-49e3-9a33-edb62293b827,10-я стоматологическая поликлиника,"Минск, ул. Маяковского, д. 154",https://10gsp.by/,10gsp.by,4,false,0,no_source_match,,,
b0b6a7d8-a660-4862-81a0-252bc0e7add8,10-я стоматология,"Минск, ул. Маяковского, 154",,,2,false,0,no_site_url,,,
ac013d6d-dfa7-4983-b83b-c287a3c38916,11-я городская детская поликлиника,"Минск, ул. Никифорова, 5",,,36,false,0,no_site_url,,,
c9061828-4116-4729-95f2-9db2a8a70889,11-я городская клиническая больница,"Минск, ул. Корженевского, д. 4",https://www.11gkb.by/,11gkb.by,3,false,0,no_source_match,,,
0059fd20-e150-4833-b0f9-c485589b9b20,11-я городская поликлиника,"Минск, ул. Великоморская, 36",,,2,false,0,no_site_url,,,
e5fd9cec-23b0-4da0-8110-a9832b85e2b4,11-я клиническая больница,"Минск, ул. Корженевского, 4",,,18,false,0,no_site_url,,,
c390f165-ed1a-40c6-bdf5-bd397e086d46,11-я поликлиника,"Минск, ул. Великоморская, д. 36",https://11gp.by/,11gp.by,2,false,0,no_source_match,,,
f1a67eb2-502c-44be-b437-57e1fee2e672,11-я стоматологическая поликлиника,"Минск, ул. Некрасова, д. 35, корп. 2",https://11stom.by/,11stom.by,2,false,0,no_source_match,,,
a46d6df0-de5c-4a4c-964c-86ce4241987d,11-я стоматология,"Минск, ул. Некрасова, 35/2",,,19,false,0,no_site_url,,,
799cb3a1-3fdd-43de-890e-4ef1d7ea91c2,12-я городская поликлиника,"Минск, ул. Ольшевского, 61",,,1,false,0,no_site_url,,,
0ecf4571-c75c-4917-a7d2-8ccedb378eba,12-я стоматологическая поликлиника,"Минск, ул. Кедышко, д. 28",https://www.12stom.by/,12stom.by,4,false,0,no_source_match,,,
74c9aec6-9a83-4f4a-8b98-4b7c68545485,12-я стоматология,"Минск, ул. Кедышко, 28",,,2,false,0,no_site_url,,,
365bdb46-13cd-4888-aa63-699a2726f49d,13-я городская детская клиническая поликлиника,"Минск, ул. Кижеватова, 5",,,29,false,0,no_site_url,,,
6760b021-5a80-4a46-8f51-1269407406bd,13-я городская поликлиника,"Минск, ул. Ломоносова, 3",,,18,false,0,no_site_url,,,
b6872fdf-c3a9-4d48-843f-fbae51ba3afc,13-я детская поликлиника,"Минск, ул. Кижеватова, д. 60Д",https://13gdp.by/medicine/sites/13gdp,13gdp.by,1,false,0,no_source_match,,,
2a668dec-a71e-4131-a45d-766dac9334ab,13-я стоматологическая поликлиника,"Минск, просп. Газеты Правда, д. 58, корп. 1",https://13gsp.by/,13gsp.by,2,false,0,no_source_match,,,
11952173-b317-42ef-a975-82e3d5ecd08a,14-я детская поликлиника,"Минск, ул. Сухаревская, д. 40",https://14gdkp.by/,14gdkp.by,1,false,0,no_source_match,,,
eeb6a236-7450-454f-99e3-bf86a9f0ce74,14-я поликлиника,"Минск, ул. Фроликова, 2",,,2,false,0,no_site_url,,,
69e1c545-82e3-4ec5-b41c-a6eafcd74933,14-я стоматологическая поликлиника,"Минск, просп. Рокоссовского, д. 134",https://14gsp.by/,14gsp.by,5,false,0,no_source_match,,,
fc25c16b-67c7-4b96-a6c0-4500c481046f,14-я стоматология,"Минск, пр-т Рокоссовского, 134",,,24,false,0,no_site_url,,,
a48ff354-53f2-4ee0-ad11-39e7870118db,14-я центральная районная поликлиника на Фроликова,"Минск, ул. Фроликова, д. 2",https://14crp.by/,14crp.by,4,false,0,no_source_match,,,
bd0450c0-5520-42ad-b2ae-7be08165307e,15-я городская детская поликлиника,"Минск, ул. Голубева, 27",,,2,false,0,no_site_url,,,
e39c10e3-2f08-4ec3-8575-ebc7856e39ef,15-я городская поликлиника,"Минск, ул. Хмелевского, 39",,,7,false,0,no_site_url,,,
760917bc-24e9-47e7-85d6-560478201fac,15-я детская поликлиника,"Минск, ул. Голубева, д. 27",https://15gdp.by/,15gdp.by,1,false,0,no_source_match,,,
2bb9c480-80ea-4c93-9ee2-56e57fe8984a,15-я поликлиника,"Минск, ул. Хмелевского, д. 39",https://15gp.by/,15gp.by,2,false,0,no_source_match,,,
d2385b1c-b328-4ade-b044-bcc7643007b9,16-я городская детская поликлиника,"Минск, ул. Одоевского, 45",,,1,false,0,no_site_url,,,
2bbf0cbc-df4a-48a5-ae99-578c33b43938,16-я городская клиническая поликлиника,"Минск, ул. Щедрина, 83",,,1,false,0,no_site_url,,,
a12beb86-ccec-4734-a584-5580d872f179,16-я детская поликлиника,"Минск, ул. Одоевского, д. 45",https://16gdp.by/,16gdp.by,2,false,0,no_source_match,,,
c7f3f708-2e7c-48ac-b5f0-e7bf3729e953,17-я городская детская клиническая поликлиника,"Минск, ул. Кольцова, 53/1",,,43,false,0,no_site_url,,,
99199a4f-df7d-4dcd-92fd-0803a778c53c,17-я городская клиническая поликлиника,"Минск, ул. Герасименко, 49",,,59,false,0,no_site_url,,,
8449c05d-a3cb-4c39-8b2f-e2e2fa555c9a,17-я детская поликлиника,"Минск, ул. Кольцова, д. 53/1",https://17gdp.by/,17gdp.by,5,false,0,no_source_match,,,
adbac5ba-1265-4c1c-8335-8f99c389bbd2,17-я поликлиника,"Минск, ул. Герасименко, д. 49",https://17gp.by/,17gp.by,3,false,0,no_source_match,,,
62040919-465b-4c5c-bcc3-7db2e8b2d53a,18-я городская поликлиника,"Минск, ул. Плеханова, 60/2",,,1,false,0,no_site_url,,,
0dab1499-75cb-438a-90d1-37c8ae2df02b,19-я городская детская поликлиника,"Минск, пр-т Независимости, 119",,,3,false,0,no_site_url,,,
a41397ab-2460-4a67-b9e8-3d85fae1fb53,19-я центральная районная поликлиника,"Минск, просп. Независимости, д. 119",https://www.19crp.by/,19crp.by,4,false,0,no_source_match,,,
4801e0f3-9729-4899-8d30-a454c60ac3a0,19-я центральная районная поликлиника Первомайского района г. Минска,"Минск, пр-т Независимости, 119",,,2,false,0,no_site_url,,,
baf2e331-abc6-45bd-a6b2-c3eb93909f31,2-я городская детская больница,"Минск, ул. Нарочанская, д. 17",https://2gdkb.by/,2gdkb.by,23,false,0,no_source_match,,,
